종목코드,종목명,매출액_2023,매출액_2024,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2023,영업이익_2024,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,매출액_성장률_2025,매출액_성장률_2026,매출액_성장률_2027,매출액_성장률_2028,매출액_최대성장률,영업이익_성장률_2025,영업이익_성장률_2026,영업이익_성장률_2027,영업이익_성장률_2028,영업이익_최대성장률,데이터_가용성,가용_연도수,PER,PBR,ROE,평균거래량_20d,OBV_trend,RSI,저항선,지지선,MA_align,MACD_signal,외인_5d,외인_20d,기관_5d,기관_20d,시장,현재가,시가총액,Recent_Volume,거래량배수,업종
199800,툴젠,11.0,9.0,13.0,,,,-171.0,-218.0,-233.0,,,,44.44,,,,44.44,-6.88,,,,-6.88,1년치 존재,1,,18.47,-64.34,60041.0,down,55.5,99900.0,42200.0,up,bear_cross,,,,,KOSDAQ,83500,7510,47676,0.8,생물공학
486990,노타,36.0,84.0,131.0,257.0,,,-113.0,-120.0,-153.0,-46.0,,,55.95,96.18,,,96.18,-27.5,69.93,,,69.93,2년치 존재,2,,27.53,-22.36,225741.0,down,49.4,46650.0,29200.0,mixed,bull,,,,,KOSDAQ,35450,7567,323974,1.4,IT서비스
493280,아이엠바이오로직스,,276.0,116.0,,,,-86.0,140.0,3.0,,,,-57.97,,,,-57.97,-97.86,,,,-97.86,1년치 존재,1,,8.42,-47.26,165284.0,up,42.1,104000.0,43600.0,down,bull,,,,,KOSDAQ,48600,7195,129,0.0,제약
33640,네패스,4690.0,4643.0,5214.0,5722.0,,,101.0,34.0,238.0,406.0,,,12.3,9.74,,,12.3,600.0,70.59,,,600.0,2년치 존재,2,,3.02,18.57,548078.0,up,70.0,34650.0,14670.0,up,bull,,,,,KOSDAQ,32000,7379,288212,0.5,반도체와반도체장비
41960,코미팜,426.0,588.0,525.0,,,,-63.0,62.0,20.0,,,,-10.71,,,,-10.71,-67.74,,,,-67.74,1년치 존재,1,,5.22,-10.94,450217.0,down,57.8,10310.0,7090.0,up,bull,,,,,KOSDAQ,9720,7182,206518,0.5,제약
278280,천보,1827.0,1449.0,1338.0,1936.0,2574.0,,-80.0,-228.0,37.0,-134.0,199.0,,-7.66,44.69,32.95,,44.69,116.23,-462.16,248.51,,248.51,3년치 존재,3,,3.69,-14.64,199783.0,up,54.1,70000.0,40500.0,up,bear_cross,,,,,KOSDAQ,62600,7590,98497,0.5,전기제품
15750,성우하이텍,43220.0,42451.0,43827.0,,,,2567.0,2059.0,2427.0,,,,3.24,,,,3.24,17.87,,,,17.87,1년치 존재,1,4.46,0.57,10.52,731367.0,up,49.7,11310.0,6840.0,up,bull,,,,,KOSDAQ,8890,7112,875725,1.2,자동차부품
59090,미코,3817.0,5405.0,9770.0,,,,299.0,946.0,1010.0,,,,80.76,,,,80.76,6.77,,,,6.77,1년치 존재,1,,3.77,27.23,900714.0,up,69.4,24050.0,12510.0,up,bull,,,,,KOSDAQ,22650,7569,1918005,2.1,반도체와반도체장비
31330,에스에이엠티,21451.0,28895.0,37566.0,,,,535.0,674.0,1139.0,,,,30.01,,,,30.01,68.99,,,,68.99,1년치 존재,1,8.33,0.71,16.55,722025.0,down,66.9,7400.0,4455.0,up,bull,,,,,KOSDAQ,7070,7070,373625,0.5,전자장비와기기
90360,로보스타,1027.0,891.0,757.0,,,,11.0,1.0,-57.0,,,,-15.04,,,,-15.04,-5800.0,,,,-5800.0,1년치 존재,1,418.94,3.23,-5.82,78247.0,up,65.1,86200.0,55500.0,mixed,bull,,,,,KOSDAQ,72900,7108,158548,2.0,기계
460930,현대힘스,1892.0,2232.0,2482.0,,,,145.0,215.0,288.0,,,,11.2,,,,11.2,33.95,,,,33.95,1년치 존재,1,28.24,2.79,8.8,429435.0,up,53.2,22400.0,15300.0,up,bull,,,,,KOSDAQ,19900,7067,259377,0.6,조선
272290,이녹스첨단소재,3870.0,4228.0,4396.0,5076.0,,,422.0,868.0,819.0,740.0,,,3.97,15.47,,,15.47,-5.65,-9.65,,,-5.65,2년치 존재,2,19.7,1.55,13.55,264026.0,down,52.3,42050.0,27850.0,mixed,bull,,,,,KOSDAQ,34300,6839,145,0.0,디스플레이장비및부품
25980,아난티,8973.0,2852.0,2581.0,,,,2670.0,8.0,83.0,,,,-9.5,,,,-9.5,937.5,,,,937.5,1년치 존재,1,5.8,0.93,-5.62,959101.0,down,45.7,8900.0,6650.0,down,bull,,,,,KOSDAQ,7060,6869,803999,0.8,"호텔,레스토랑,레저"
200710,에이디테크놀로지,1002.0,1065.0,1645.0,2711.0,,,-174.0,-170.0,29.0,210.0,,,54.46,64.8,,,64.8,117.06,624.14,,,624.14,2년치 존재,2,,2.86,2.71,370014.0,up,48.5,60500.0,35000.0,up,bear_cross,,,,,KOSDAQ,52300,7041,537223,1.5,반도체와반도체장비
53800,안랩,2392.0,2606.0,2677.0,,,,264.0,277.0,333.0,,,,2.72,,,,2.72,20.22,,,,20.22,1년치 존재,1,19.26,2.12,14.68,52458.0,down,48.4,69000.0,58000.0,up,bear_cross,,,,,KOSDAQ,63100,7021,38163,0.7,소프트웨어
60280,큐렉소,729.0,555.0,745.0,902.0,,,11.0,-58.0,24.0,66.0,,,34.23,21.07,,,34.23,141.38,175.0,,,175.0,2년치 존재,2,,7.59,2.92,836720.0,up,53.7,20350.0,13560.0,mixed,bull,,,,,KOSDAQ,16480,6800,1135668,1.4,건강관리장비와용품
383310,에코프로에이치엔,2289.0,2345.0,1411.0,,,,418.0,242.0,117.0,,,,-39.83,,,,-39.83,-51.65,,,,-51.65,1년치 존재,1,33.34,10.08,4.4,248789.0,up,50.3,39100.0,27900.0,mixed,bull,,,,,KOSDAQ,31900,6691,608,0.0,상업서비스와공급품
393890,더블유씨피,3050.0,3221.0,1108.0,2357.0,,,464.0,-709.0,-1276.0,-417.0,,,-65.6,112.73,,,112.73,-79.97,67.32,,,67.32,2년치 존재,2,27.96,1.5,-17.4,1968570.0,up,63.7,20650.0,7840.0,up,bull,,,,,KOSDAQ,19520,6606,1065553,0.5,전기제품
67160,SOOP,3440.0,4132.0,4666.0,4805.0,,,903.0,1135.0,1248.0,1196.0,,,12.92,2.98,,,12.92,9.96,-4.17,,,9.96,2년치 존재,2,13.19,3.15,24.08,35108.0,down,38.3,72000.0,57200.0,mixed,bull,,,,,KOSDAQ,58400,6713,49939,1.4,양방향미디어와서비스
125490,한라캐스트,1220.0,1444.0,1559.0,1792.0,,,148.0,123.0,103.0,145.0,,,7.96,14.95,,,14.95,-16.26,40.78,,,40.78,2년치 존재,2,165.42,5.92,6.52,1293818.0,up,58.2,22800.0,13060.0,mixed,bull,,,,,KOSDAQ,17130,6253,2098,0.0,자동차부품
336570,원텍,1156.0,1153.0,1568.0,1935.0,,,460.0,348.0,517.0,617.0,,,35.99,23.41,,,35.99,48.56,19.34,,,48.56,2년치 존재,2,21.17,8.29,24.8,447380.0,down,47.5,9300.0,6600.0,mixed,bull,,,,,KOSDAQ,7320,6557,352508,0.8,건강관리장비와용품
354320,알멕,2160.0,1569.0,1878.0,2323.0,,,159.0,-27.0,62.0,145.0,,,19.69,23.7,,,23.7,329.63,133.87,,,329.63,2년치 존재,2,,2.23,-0.9,209805.0,up,73.6,101400.0,42500.0,up,bull,,,,,KOSDAQ,100400,6417,101914,0.5,자동차부품
101930,인화정공,1040.0,928.0,1080.0,,,,49.0,103.0,155.0,,,,16.38,,,,16.38,50.49,,,,50.49,1년치 존재,1,43.53,0.63,8.5,14559.0,down,20.2,53000.0,13520.0,,bear,,,,,KOSDAQ,13520,6241,117544,8.1,조선
89010,켐트로닉스,5423.0,5752.0,6375.0,8004.0,,,191.0,373.0,232.0,404.0,,,10.83,25.55,,,25.55,-37.8,74.14,,,74.14,2년치 존재,2,,2.24,4.6,359755.0,up,61.5,40300.0,25000.0,up,bull,,,,,KOSDAQ,37400,6272,522402,1.5,전자장비와기기
448900,한국피아이엠,380.0,374.0,369.0,450.0,,,43.0,36.0,15.0,54.0,,,-1.34,21.95,,,21.95,-58.33,260.0,,,260.0,2년치 존재,2,42.23,1.36,-0.11,199767.0,up,54.4,169900.0,60500.0,mixed,bull,,,,,KOSDAQ,107700,6542,338101,1.7,자동차부품
104830,원익머트리얼즈,3917.0,3107.0,3225.0,3768.0,,,247.0,519.0,565.0,708.0,,,3.8,16.84,,,16.84,8.86,25.31,,,25.31,2년치 존재,2,27.37,0.85,9.68,98431.0,down,62.6,54900.0,37500.0,up,bull,,,,,KOSDAQ,52300,6594,70397,0.7,화학
187660,페니트리움바이오,138.0,97.0,93.0,,,,-19.0,-159.0,-74.0,,,,-4.12,,,,-4.12,53.46,,,,53.46,1년치 존재,1,,1.59,-104.62,3338532.0,down,42.8,18670.0,3000.0,,bear,,,,,KOSDAQ,11210,6218,4460,0.0,제약
42000,카페24,2711.0,3025.0,3148.0,,,,15.0,319.0,402.0,,,,4.07,,,,4.07,26.02,,,,26.02,1년치 존재,1,65.33,3.71,16.23,68083.0,down,34.3,40100.0,25100.0,down,bull,,,,,KOSDAQ,25100,6088,122726,1.8,IT서비스
33160,엠케이전자,11170.0,11706.0,14038.0,21444.0,,,465.0,561.0,142.0,1168.0,,,19.92,52.76,,,52.76,-74.69,722.54,,,722.54,2년치 존재,2,,0.69,0.37,1390720.0,up,65.2,30450.0,8210.0,up,bull,,,,,KOSDAQ,27900,6711,345,0.0,반도체와반도체장비
468530,프로티나,6.0,23.0,30.0,,,,-73.0,-91.0,-114.0,,,,30.43,,,,30.43,-25.27,,,,-25.27,1년치 존재,1,,21.74,-40.84,106656.0,down,37.5,90800.0,55300.0,mixed,bull,,,,,KOSDAQ,56400,6170,167574,1.6,생물공학
99190,아이센스,2651.0,2911.0,3154.0,3267.0,,,109.0,27.0,79.0,50.0,,,8.35,3.58,,,8.35,192.59,-36.71,,,192.59,2년치 존재,2,212.12,2.77,-1.61,115312.0,down,54.3,27000.0,17100.0,mixed,bull,,,,,KOSDAQ,21200,6085,80215,0.7,건강관리장비와용품
107640,한중엔시에스,1216.0,1773.0,1753.0,2676.0,,,-127.0,96.0,40.0,170.0,,,-1.13,52.65,,,52.65,-58.33,325.0,,,325.0,2년치 존재,2,,9.51,4.52,375946.0,up,62.1,72500.0,40350.0,up,bull,,,,,KOSDAQ,67100,6083,211,0.0,전기장비
6910,보성파워텍,785.0,771.0,1475.0,,,,33.0,48.0,268.0,,,,91.31,,,,91.31,458.33,,,,458.33,1년치 존재,1,36.86,1.88,20.26,5381953.0,up,61.2,12850.0,7390.0,up,bull,,,,,KOSDAQ,12080,5935,13083,0.0,전기장비
119850,지엔씨에너지,1664.0,2263.0,2626.0,,,,110.0,317.0,494.0,,,,16.04,,,,16.04,55.84,,,,55.84,1년치 존재,1,6.15,0.52,21.15,172387.0,up,59.8,40450.0,29650.0,mixed,bull,,,,,KOSDAQ,36650,6029,424310,2.5,전기장비
36620,감성코퍼레이션,1779.0,2204.0,2502.0,3055.0,,,322.0,361.0,446.0,579.0,,,13.52,22.1,,,22.1,23.55,29.82,,,29.82,2년치 존재,2,11.81,3.68,28.75,574884.0,up,61.7,7370.0,5160.0,mixed,bull,,,,,KOSDAQ,6530,5910,378991,0.7,"섬유,의류,신발,호화품"
18290,브이티,2955.0,4317.0,4372.0,4760.0,,,455.0,1109.0,829.0,681.0,,,1.27,8.87,,,8.87,-25.25,-17.85,,,-17.85,2년치 존재,2,21.04,4.99,25.66,261255.0,up,57.4,20950.0,14310.0,mixed,bull,,,,,KOSDAQ,16960,5926,282489,1.1,화장품
19210,와이지-원,5532.0,5750.0,6394.0,,,,547.0,558.0,665.0,,,,11.2,,,,11.2,19.18,,,,19.18,1년치 존재,1,8.39,0.56,6.14,1101410.0,up,59.8,16930.0,8000.0,up,bull,,,,,KOSDAQ,15800,5877,623661,0.6,기계
122640,예스티,798.0,1001.0,871.0,1472.0,,,-4.0,113.0,38.0,262.0,,,-12.99,69.0,,,69.0,-66.37,589.47,,,589.47,2년치 존재,2,,4.04,-0.45,323488.0,down,54.6,29700.0,18620.0,up,bull,,,,,KOSDAQ,27200,5807,235666,0.7,반도체와반도체장비
39440,에스티아이,3195.0,3340.0,3281.0,6571.0,,,239.0,273.0,197.0,1015.0,,,-1.77,100.27,,,100.27,-27.84,415.23,,,415.23,2년치 존재,2,19.43,1.83,5.63,279690.0,up,61.0,40800.0,28450.0,up,bull,,,,,KOSDAQ,37400,5800,330780,1.2,반도체와반도체장비
25900,동화기업,9632.0,8428.0,8296.0,8614.0,,,-166.0,75.0,-138.0,-9.0,,,-1.57,3.83,,,3.83,-284.0,93.48,,,93.48,2년치 존재,2,,1.27,-5.43,295535.0,up,53.4,12600.0,7960.0,up,bear_cross,,,,,KOSDAQ,11600,5865,225867,0.8,건축자재
45100,한양이엔지,10262.0,11863.0,11182.0,,,,851.0,862.0,537.0,,,,-5.74,,,,-5.74,-37.7,,,,-37.7,1년치 존재,1,3.61,0.49,6.81,166139.0,down,49.0,34950.0,27250.0,up,bear_cross,,,,,KOSDAQ,32150,5626,128118,0.8,반도체와반도체장비
47920,HLB제약,1360.0,1371.0,2056.0,,,,-195.0,15.0,11.0,,,,49.96,,,,49.96,-26.67,,,,-26.67,1년치 존재,1,,5.23,4.44,141138.0,down,50.7,19410.0,13880.0,mixed,bear,,,,,KOSDAQ,17300,5674,78467,0.6,제약
287840,인투셀,16.0,29.0,23.0,,,,-174.0,-98.0,-103.0,,,,-20.69,,,,-20.69,-5.1,,,,-5.1,1년치 존재,1,,22.52,-65.72,71997.0,down,37.9,52700.0,37150.0,down,bear,,,,,KOSDAQ,37150,5581,99703,1.4,제약
168360,펨트론,737.0,570.0,699.0,1539.0,,,81.0,-36.0,32.0,451.0,,,22.63,120.17,,,120.17,188.89,1309.38,,,1309.38,2년치 존재,2,26.79,5.89,-14.17,152002.0,up,63.6,31550.0,17250.0,up,bull,,,,,KOSDAQ,25800,5492,327208,2.2,전자장비와기기
64260,다날,2955.0,2609.0,2254.0,,,,35.0,14.0,23.0,,,,-13.61,,,,-13.61,64.29,,,,64.29,1년치 존재,1,,1.07,-21.22,9288667.0,down,46.0,9620.0,5870.0,down,bear,,,,,KOSDAQ,7330,5545,1606293,0.2,IT서비스
41190,우리기술투자,1707.0,1923.0,1629.0,,,,1539.0,1757.0,1381.0,,,,-15.29,,,,-15.29,-21.4,,,,-21.4,1년치 존재,1,4.43,0.96,15.32,857422.0,down,44.3,8460.0,6100.0,mixed,bull,,,,,KOSDAQ,6490,5452,6337,0.0,창업투자
25320,시노펙스,2622.0,2383.0,2615.0,,,,242.0,212.0,68.0,,,,9.74,,,,9.74,-67.92,,,,-67.92,1년치 존재,1,42.37,4.7,4.34,576082.0,up,44.3,7990.0,5400.0,mixed,bull,,,,,KOSDAQ,5940,5474,617983,1.1,핸드셋
394280,오픈엣지테크놀로지,196.0,153.0,161.0,312.0,,,-159.0,-246.0,-289.0,-10.0,,,5.23,93.79,,,93.79,-17.48,96.54,,,96.54,2년치 존재,2,,26.76,-77.48,405061.0,up,64.8,21400.0,11900.0,up,bull,,,,,KOSDAQ,20450,5388,456775,1.1,반도체와반도체장비
101160,월덱스,2881.0,3068.0,2918.0,,,,648.0,703.0,585.0,,,,-4.89,,,,-4.89,-16.79,,,,-16.79,1년치 존재,1,7.85,1.76,12.53,111731.0,up,55.8,34950.0,24700.0,up,bull,,,,,KOSDAQ,32750,5407,107657,1.0,반도체와반도체장비
98070,한텍,1786.0,1559.0,1719.0,1980.0,,,152.0,168.0,382.0,410.0,,,10.26,15.18,,,15.18,127.38,7.33,,,127.38,2년치 존재,2,10.71,3.24,22.45,187411.0,up,55.3,60200.0,30200.0,up,bull,,,,,KOSDAQ,47300,5260,116296,0.6,에너지장비및서비스
488900,비츠로넥스텍,455.0,304.0,368.0,,,,-79.0,-141.0,-74.0,,,,21.05,,,,21.05,47.52,,,,47.52,1년치 존재,1,,7.53,-13.92,219927.0,down,46.3,27750.0,14790.0,mixed,bull,,,,,KOSDAQ,18670,5410,139011,0.6,우주항공과국방
37460,삼지전자,25262.0,33597.0,42911.0,,,,783.0,1156.0,1624.0,,,,27.72,,,,27.72,40.48,,,,40.48,1년치 존재,1,4.38,0.38,16.89,247161.0,down,61.2,35050.0,19410.0,up,bear_cross,,,,,KOSDAQ,32700,5336,309,0.0,통신장비
211050,인카금융서비스,5568.0,8323.0,10218.0,12411.0,,,466.0,863.0,948.0,1267.0,,,22.77,21.46,,,22.77,9.85,33.65,,,33.65,2년치 존재,2,5.52,1.65,39.66,131366.0,down,35.1,15460.0,10820.0,down,bear,,,,,KOSDAQ,10820,5330,121370,0.9,손해보험
13030,하이록코리아,1888.0,1905.0,2146.0,2253.0,,,519.0,501.0,589.0,595.0,,,12.65,4.99,,,12.65,17.56,1.02,,,17.56,2년치 존재,2,7.29,0.83,11.35,115935.0,up,62.2,46000.0,32000.0,up,bull,,,,,KOSDAQ,44150,5196,91765,0.8,기계
290550,디케이티,2802.0,4033.0,4258.0,5122.0,,,147.0,231.0,216.0,233.0,,,5.58,20.29,,,20.29,-6.49,7.87,,,7.87,2년치 존재,2,34.0,1.19,12.05,554151.0,down,61.6,26700.0,9680.0,up,bull,,,,,KOSDAQ,25450,5090,390845,0.7,핸드셋
251970,펌텍코리아,2845.0,3375.0,3720.0,4221.0,,,353.0,484.0,565.0,655.0,,,10.22,13.47,,,13.47,16.74,15.93,,,16.74,2년치 존재,2,11.0,1.25,12.3,39129.0,down,31.4,63000.0,41400.0,down,bull,,,,,KOSDAQ,41400,5134,60714,1.6,포장재
117730,티로보틱스,667.0,607.0,438.0,,,,-82.0,-70.0,-119.0,,,,-27.84,,,,-27.84,-70.0,,,,-70.0,1년치 존재,1,,10.35,-103.92,195091.0,up,66.8,25600.0,16820.0,mixed,bull,,,,,KOSDAQ,22700,5121,601321,3.1,기계
67630,HLB생명과학,980.0,328.0,458.0,,,,-245.0,-238.0,-220.0,,,,39.63,,,,39.63,7.56,,,,7.56,1년치 존재,1,,5.21,-28.69,378727.0,down,48.7,4760.0,3340.0,up,bear,,,,,KOSDAQ,4175,5090,250656,0.7,건강관리장비와용품
79370,제우스,4029.0,4908.0,3833.0,,,,71.0,492.0,-45.0,,,,-21.9,,,,-21.9,-109.15,,,,-109.15,1년치 존재,1,48.79,1.59,-1.74,446000.0,up,48.0,19950.0,14460.0,mixed,bull,,,,,KOSDAQ,16110,4997,691,0.0,반도체와반도체장비
424870,이뮨온시아,1.0,7.0,1.0,,,,-118.0,-126.0,-280.0,,,,-85.71,,,,-85.71,-122.22,,,,-122.22,1년치 존재,1,,18.24,-114.39,239957.0,down,37.2,10540.0,6870.0,down,bull,,,,,KOSDAQ,6990,5198,199830,0.8,제약
93320,케이아이엔엑스,1227.0,1389.0,1592.0,,,,266.0,237.0,239.0,,,,14.61,,,,14.61,0.84,,,,0.84,1년치 존재,1,19.71,2.88,8.69,6589.0,down,43.7,135000.0,98700.0,down,bear,,,,,KOSDAQ,104300,5090,4363,0.7,IT서비스
101730,위메이드맥스,698.0,750.0,1488.0,,,,38.0,-81.0,-487.0,,,,98.4,,,,98.4,-501.23,,,,-501.23,1년치 존재,1,72.75,5.55,-7.42,230538.0,up,55.1,7050.0,4635.0,mixed,bull,,,,,KOSDAQ,5950,4986,284647,1.2,게임엔터테인먼트
484590,삼양컴텍,840.0,1416.0,1546.0,1799.0,,,59.0,181.0,266.0,325.0,,,9.18,16.36,,,16.36,46.96,22.18,,,46.96,2년치 존재,2,20.01,3.43,21.6,468650.0,up,54.4,15460.0,11170.0,mixed,bull,,,,,KOSDAQ,13040,5374,257536,0.5,우주항공과국방
69540,빛과전자,217.0,181.0,318.0,,,,-94.0,-103.0,-165.0,,,,75.69,,,,75.69,-60.19,,,,-60.19,1년치 존재,1,,1.25,-32.62,30038498.0,up,56.4,6520.0,891.0,,bear,,,,,KOSDAQ,5080,4973,5471471,0.2,통신장비
340570,티앤엘,1155.0,1749.0,1642.0,1993.0,,,308.0,570.0,464.0,577.0,,,-6.12,21.38,,,21.38,-18.6,24.35,,,24.35,2년치 존재,2,11.85,2.49,20.44,73555.0,down,57.7,65500.0,45550.0,up,bull,,,,,KOSDAQ,61200,4974,52484,0.7,건강관리장비와용품
230360,에코마케팅,3505.0,3572.0,4488.0,,,,551.0,470.0,454.0,,,,25.64,,,,25.64,-3.4,,,,-3.4,1년치 존재,1,8.29,1.48,6.99,41251.0,down,58.1,16040.0,15820.0,mixed,bear,,,,,KOSDAQ,16000,4960,53851,1.3,"섬유,의류,신발,호화품"
30520,한글과컴퓨터,2711.0,3048.0,3267.0,3859.0,,,342.0,404.0,364.0,546.0,,,7.19,18.12,,,18.12,-9.9,50.0,,,50.0,2년치 존재,2,23.54,1.02,9.61,137738.0,up,46.5,25450.0,18550.0,mixed,bull,,,,,KOSDAQ,20350,4921,88027,0.6,소프트웨어
78130,국일제지,531.0,564.0,678.0,,,,-16.0,-13.0,-5.0,,,,20.21,,,,20.21,61.54,,,,61.54,1년치 존재,1,,0.38,-1.53,21587358.0,up,63.0,473.0,274.0,,bull,,,,,KOSDAQ,436,4915,0,,종이와목재
317330,덕산테코피아,941.0,997.0,1121.0,2450.0,,,-62.0,-302.0,-430.0,54.0,,,12.44,118.55,,,118.55,-42.38,112.56,,,112.56,2년치 존재,2,,1.92,-48.94,428016.0,up,61.2,25650.0,14330.0,up,bull,,,,,KOSDAQ,24000,4914,281296,0.7,반도체와반도체장비
389650,넥스트바이오메디컬,49.0,95.0,165.0,230.0,,,-52.0,-36.0,-7.0,-63.0,,,73.68,39.39,,,73.68,80.56,-800.0,,,80.56,2년치 존재,2,106.08,10.15,-0.67,79004.0,down,39.2,80400.0,59400.0,down,bear,,,,,KOSDAQ,59500,4881,76071,1.0,건강관리장비와용품
215200,메가스터디교육,9352.0,9422.0,8849.0,8940.0,,,1274.0,1236.0,1210.0,1274.0,,,-6.08,1.03,,,1.03,-2.1,5.29,,,5.29,2년치 존재,2,7.58,1.47,18.03,28082.0,up,56.6,49450.0,42300.0,mixed,bull,,,,,KOSDAQ,47400,4913,27943,1.0,교육서비스
64820,케이프,5907.0,5165.0,5798.0,,,,410.0,390.0,500.0,,,,12.26,,,,12.26,28.21,,,,28.21,1년치 존재,1,5.46,0.58,23.12,448651.0,up,71.3,16900.0,9230.0,up,bull,,,,,KOSDAQ,15860,4894,219127,0.5,증권
114810,한솔아이원스,1239.0,1571.0,1988.0,2408.0,,,82.0,231.0,333.0,483.0,,,26.54,21.13,,,26.54,44.16,45.05,,,45.05,2년치 존재,2,136.31,1.8,14.49,605833.0,down,50.2,19670.0,12040.0,up,bear,,,,,KOSDAQ,16940,4844,459628,0.8,반도체와반도체장비
170920,엘티씨,1134.0,2770.0,3104.0,,,,-160.0,242.0,296.0,,,,12.06,,,,12.06,22.31,,,,22.31,1년치 존재,1,,1.59,4.05,322908.0,up,68.7,48000.0,19790.0,up,bull,,,,,KOSDAQ,45800,4838,238904,0.7,반도체와반도체장비
92870,엑시콘,823.0,316.0,660.0,1253.0,,,15.0,-159.0,1.0,136.0,,,108.86,89.85,,,108.86,100.63,13500.0,,,13500.0,2년치 존재,2,39.97,1.27,4.81,331835.0,up,67.5,37450.0,24500.0,up,bull,,,,,KOSDAQ,36700,4790,287911,0.9,반도체와반도체장비
215600,신라젠,39.0,39.0,92.0,,,,-213.0,-268.0,-256.0,,,,135.9,,,,135.9,4.48,,,,4.48,1년치 존재,1,,11.02,-20.0,1135890.0,down,39.1,4280.0,3070.0,mixed,bear,,,,,KOSDAQ,3495,4842,795290,0.7,제약
138080,오이솔루션,460.0,320.0,574.0,922.0,,,-311.0,-304.0,-160.0,49.0,,,79.38,60.63,,,79.38,47.37,130.62,,,130.62,2년치 존재,2,,1.21,-39.08,858067.0,down,47.9,47700.0,16040.0,mixed,bear,,,,,KOSDAQ,38700,4790,695675,0.8,통신장비
34950,한국기업평가,956.0,1041.0,1098.0,,,,258.0,327.0,343.0,,,,5.48,,,,5.48,4.89,,,,4.89,1년치 존재,1,17.02,3.2,20.08,2352.0,up,69.8,113900.0,96300.0,up,bull,,,,,KOSDAQ,106300,4827,3409,1.4,상업서비스와공급품
78350,한양디지텍,4788.0,5952.0,6511.0,,,,191.0,350.0,239.0,,,,9.39,,,,9.39,-31.71,,,,-31.71,1년치 존재,1,17.15,1.6,9.09,354505.0,up,55.2,34850.0,19970.0,up,bull,,,,,KOSDAQ,30950,4718,180065,0.5,반도체와반도체장비
110990,디아이티,1071.0,1167.0,1079.0,,,,86.0,241.0,231.0,,,,-7.54,,,,-7.54,-4.15,,,,-4.15,1년치 존재,1,26.42,1.81,13.5,167730.0,up,61.1,26650.0,18050.0,up,bull,,,,,KOSDAQ,24950,4716,167640,1.0,디스플레이장비및부품
95660,네오위즈,3656.0,3668.0,4327.0,4254.0,,,316.0,329.0,600.0,442.0,,,17.97,-1.69,,,17.97,82.37,-26.33,,,82.37,2년치 존재,2,12.06,1.11,9.81,47117.0,down,32.5,28750.0,22000.0,down,bear_cross,,,,,KOSDAQ,22000,4760,83518,1.8,게임엔터테인먼트
330860,네패스아크,1229.0,1193.0,1141.0,1301.0,,,7.0,-26.0,48.0,256.0,,,-4.36,14.02,,,14.02,284.62,433.33,,,433.33,2년치 존재,2,,1.47,2.04,646307.0,up,66.8,39000.0,15600.0,up,bull,,,,,KOSDAQ,37850,4612,652561,1.0,반도체와반도체장비
455900,엔젤로보틱스,51.0,42.0,46.0,,,,-65.0,-108.0,-103.0,,,,9.52,,,,9.52,4.63,,,,4.63,1년치 존재,1,,14.16,-26.63,59764.0,up,61.0,37200.0,24800.0,mixed,bull,,,,,KOSDAQ,30350,4628,169971,2.8,건강관리장비와용품
180400,DXVX,412.0,339.0,294.0,,,,-154.0,-216.0,-243.0,,,,-13.27,,,,-13.27,-12.5,,,,-12.5,1년치 존재,1,,7.32,-53.82,253021.0,down,47.2,5110.0,3710.0,mixed,bear,,,,,KOSDAQ,4625,4552,123675,0.5,건강관리업체및서비스
241520,DSC인베스트먼트,336.0,386.0,451.0,,,,175.0,150.0,223.0,,,,16.84,,,,16.84,48.67,,,,48.67,1년치 존재,1,5.98,0.81,14.58,1780759.0,up,61.3,18620.0,7970.0,up,bull,,,,,KOSDAQ,17060,4538,5982,0.0,창업투자
206650,유바이오로직스,694.0,960.0,1492.0,,,,77.0,343.0,607.0,,,,55.42,,,,55.42,76.97,,,,76.97,1년치 존재,1,,3.75,26.85,267757.0,down,40.1,16200.0,12500.0,down,bear_cross,,,,,KOSDAQ,12800,4701,298902,1.1,생물공학
80580,오킨스전자,569.0,667.0,944.0,1462.0,,,-3.0,19.0,111.0,274.0,,,41.53,54.87,,,54.87,484.21,146.85,,,484.21,2년치 존재,2,155.39,4.34,19.93,644329.0,down,54.2,25100.0,12810.0,up,bear,,,,,KOSDAQ,22050,4538,448217,0.7,반도체와반도체장비
234340,헥토파이낸셜,1531.0,1593.0,1874.0,2133.0,,,126.0,133.0,156.0,212.0,,,17.64,13.82,,,17.64,17.29,35.9,,,35.9,2년치 존재,2,22.37,1.69,5.89,1041406.0,down,56.8,40300.0,22550.0,mixed,bull,,,,,KOSDAQ,32150,4492,785,0.0,IT서비스
42370,비츠로테크,3529.0,4283.0,4323.0,,,,288.0,511.0,557.0,,,,0.93,,,,0.93,9.0,,,,9.0,1년치 존재,1,,0.96,2.68,1454772.0,up,63.9,17980.0,8640.0,up,bull,,,,,KOSDAQ,16950,4441,698785,0.5,전기제품
304360,에스바이오메딕스,131.0,137.0,165.0,170.0,,,-60.0,-54.0,-83.0,-80.0,,,20.44,3.03,,,20.44,-53.7,3.61,,,3.61,2년치 존재,2,,18.6,-79.08,79236.0,up,64.4,38500.0,24950.0,mixed,bull,,,,,KOSDAQ,36100,4471,119645,1.5,생물공학
