종목코드,종목명,매출액_2023,매출액_2024,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2023,영업이익_2024,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,매출액_성장률_2025,매출액_성장률_2026,매출액_성장률_2027,매출액_성장률_2028,매출액_최대성장률,영업이익_성장률_2025,영업이익_성장률_2026,영업이익_성장률_2027,영업이익_성장률_2028,영업이익_최대성장률,데이터_가용성,가용_연도수,PER,PBR,ROE,평균거래량_20d,OBV_trend,RSI,저항선,지지선,MA_align,MACD_signal,외인_5d,외인_20d,기관_5d,기관_20d,시장,현재가,시가총액,Recent_Volume,거래량배수,업종
5930,삼성전자,2589355.0,3008709.0,3336059.0,6357613.0,,,65670.0,327260.0,436010.0,3172297.0,,,10.88,90.57,,,90.57,33.23,627.57,,,627.57,2년치 존재,2,36.84,1.51,10.85,23105808.0,up,58.9,226000.0,150400.0,up,bull,,,,,KOSPI,220500,12891044,20519819,0.9,반도체와반도체장비
660,SK하이닉스,327657.0,661930.0,971467.0,3277342.0,4465585.0,4600970.0,-77303.0,234673.0,472063.0,2469594.0,3352894.0,3382088.0,46.76,237.36,36.26,3.03,237.36,101.16,423.15,35.77,0.87,423.15,4년치 존재,4,,1.82,44.15,3752144.0,up,70.6,1300000.0,807000.0,up,bull,,,,,KOSPI,1286000,9165352,3227541,0.9,반도체와반도체장비
35720,카카오,75570.0,78640.0,80991.0,86589.0,93489.0,101279.0,4609.0,4953.0,7320.0,9186.0,11037.0,12254.0,2.99,6.91,7.97,8.33,8.33,47.79,25.49,20.15,11.03,47.79,4년치 존재,4,,2.44,4.59,1241252.0,down,43.2,62300.0,44850.0,mixed,bull,,,,,KOSPI,47300,209539,1480837,1.2,양방향미디어와서비스
5935,삼성전자우,2589355.0,3008709.0,3336059.0,6357613.0,,,65670.0,327260.0,436010.0,3172297.0,,,10.88,90.57,,,90.57,33.23,627.57,,,627.57,2년치 존재,2,36.84,1.51,10.85,3305644.0,up,63.0,163500.0,110100.0,up,bull,,,,,KOSPI,158300,1270154,4466311,1.4,반도체와반도체장비
34020,두산에너빌리티,175899.0,162331.0,170579.0,180193.0,199066.0,224736.0,14673.0,10176.0,7627.0,11235.0,15684.0,20733.0,5.08,5.64,10.47,12.9,12.9,-25.05,47.31,39.6,32.19,47.31,4년치 존재,4,183.04,1.43,1.11,3918681.0,up,70.4,129200.0,80600.0,up,bull,,,,,KOSPI,127100,814153,3380571,0.9,기계
12450,한화에어로스페이스,78897.0,112401.0,267029.0,304626.0,,,5943.0,17319.0,30893.0,42838.0,,,137.57,14.08,,,137.57,78.38,38.67,,,78.38,2년치 존재,2,7.98,1.85,19.14,195654.0,up,49.2,1537000.0,1105000.0,mixed,bear,,,,,KOSPI,1417000,730653,236243,1.2,우주항공과국방
32830,삼성생명,309370.0,337860.0,371383.0,,,,23984.0,24998.0,25805.0,30018.0,31999.0,31317.0,9.92,,,,9.92,3.23,16.33,6.6,-2.13,16.33,4년치 존재,4,7.29,0.29,4.96,292963.0,up,56.4,258000.0,179000.0,up,bear,,,,,KOSPI,249500,499000,247037,0.8,생명보험
6800,미래에셋증권,203566.0,222423.0,292830.0,340480.0,,,5210.0,11881.0,19151.0,31240.0,,,31.65,16.27,,,31.65,61.19,63.12,,,63.12,2년치 존재,2,18.04,0.42,12.36,2772204.0,down,46.7,73600.0,40050.0,mixed,bear,,,,,KOSPI,64800,362599,2433634,0.9,증권
267250,HD현대,613313.0,677656.0,712594.0,808260.0,,,20316.0,29832.0,60996.0,82225.0,,,5.16,13.43,,,13.43,104.47,34.8,,,104.47,2년치 존재,2,18.91,0.61,10.25,158194.0,up,71.8,310500.0,223000.0,up,bull,,,,,KOSPI,310500,245274,302406,1.9,조선
373220,LG에너지솔루션,337455.0,256196.0,236718.0,280112.0,,,21632.0,5754.0,13461.0,11451.0,,,-7.6,18.33,,,18.33,133.94,-14.93,,,133.94,2년치 존재,2,80.86,4.95,-5.19,464111.0,up,59.1,484500.0,347500.0,up,bull,,,,,KOSPI,460500,1077570,483228,1.0,전기제품
24110,기업은행,286238.0,324300.0,292172.0,,,,34323.0,35941.0,36556.0,37451.0,,,-9.91,,,,-9.91,1.71,2.45,,,2.45,2년치 존재,2,3.54,0.3,7.7,986031.0,up,52.0,28550.0,21350.0,mixed,bull,,,,,KOSPI,22600,180218,1296670,1.3,은행
6400,삼성SDI,214368.0,165922.0,132667.0,154990.0,,,15455.0,3633.0,-17224.0,-990.0,,,-20.04,16.83,,,16.83,-574.1,94.25,,,94.25,2년치 존재,2,16.63,1.72,-3.15,984716.0,up,78.1,712000.0,351000.0,up,bull,,,,,KOSPI,695000,560069,851227,0.9,전기제품
79550,LIG디펜스앤에어로스페이스,23086.0,32763.0,43069.0,50480.0,,,1864.0,2234.0,3194.0,4431.0,,,31.46,17.21,,,31.46,42.97,38.73,,,42.97,2년치 존재,2,16.41,2.7,19.2,426200.0,up,57.7,1020000.0,427000.0,up,bear,,,,,KOSPI,941000,207020,244235,0.6,우주항공과국방
5490,POSCO홀딩스,771272.0,726881.0,690949.0,718303.0,,,35314.0,21736.0,18271.0,31087.0,,,-4.94,3.96,,,3.96,-15.94,70.14,,,70.14,2년치 존재,2,24.88,0.7,1.18,494077.0,up,76.4,469000.0,321500.0,up,bull,,,,,KOSPI,462000,366096,568870,1.2,철강
96770,SK이노베이션,772885.0,742696.0,802961.0,994446.0,,,19039.0,3557.0,4487.0,43079.0,,,8.11,23.85,,,23.85,26.15,860.08,,,860.08,2년치 존재,2,53.47,0.61,-14.42,722780.0,up,70.4,149800.0,105600.0,up,bull,,,,,KOSPI,146200,247155,1134227,1.6,석유와가스
10120,LS ELECTRIC,42305.0,45518.0,49658.0,60994.0,,,3249.0,3897.0,4264.0,6451.0,,,9.1,22.83,,,22.83,9.42,51.29,,,51.29,2년치 존재,2,10.66,1.25,14.67,1172887.0,up,34.6,886000.0,179200.0,,bull_cross,,,,,KOSPI,278000,417000,1162813,1.0,전기장비
12330,현대모비스,592544.0,572370.0,611181.0,651990.0,697419.0,734933.0,22953.0,30735.0,33575.0,37204.0,42210.0,45000.0,6.78,6.68,6.97,5.38,6.97,9.24,10.81,13.46,6.61,13.46,4년치 존재,4,6.52,0.53,7.68,267496.0,down,50.8,529000.0,378000.0,mixed,bull,,,,,KOSPI,425000,385613,317288,1.2,자동차부품
402340,SK스퀘어,22785.0,58818.0,104556.0,55113.0,64358.0,88216.0,-23397.0,39206.0,87974.0,320573.0,360385.0,393380.0,77.76,-47.29,16.77,37.07,77.76,124.39,264.4,12.42,9.16,264.4,4년치 존재,4,,0.47,37.82,515185.0,up,78.4,841000.0,466500.0,up,bull,,,,,KOSPI,841000,1109770,569005,1.1,복합기업
9540,HD한국조선해양,212962.0,255386.0,299332.0,337981.0,368549.0,394576.0,2823.0,14341.0,39045.0,53797.0,64828.0,73136.0,17.21,12.91,9.04,7.06,17.21,172.26,37.78,20.5,12.82,172.26,4년치 존재,4,38.59,0.86,17.78,210032.0,up,63.1,479000.0,344000.0,up,bull,,,,,KOSPI,461500,326618,161199,0.8,조선
11200,HMM,84010.0,117002.0,108914.0,103662.0,101610.0,101733.0,5848.0,35128.0,14612.0,9366.0,8430.0,5932.0,-6.91,-4.82,-1.98,0.12,0.12,-58.4,-35.9,-9.99,-29.63,-9.99,4년치 존재,4,10.71,0.63,6.9,1111571.0,down,46.2,24500.0,19530.0,down,bear,,,,,KOSPI,20500,193364,1013500,0.9,해운사
68270,셀트리온,21764.0,35573.0,41625.0,52790.0,60820.0,66228.0,6515.0,4920.0,11685.0,17311.0,20889.0,24002.0,17.01,26.82,15.21,8.89,26.82,137.5,48.15,20.67,14.9,137.5,4년치 존재,4,55.43,2.52,5.94,427946.0,down,46.9,248500.0,188300.0,mixed,bull,,,,,KOSPI,200500,444986,468819,1.1,제약
298040,효성중공업,43006.0,48950.0,59685.0,71109.0,83877.0,95392.0,2578.0,3625.0,7470.0,10942.0,15339.0,19331.0,21.93,19.14,17.96,13.73,21.93,106.07,46.48,40.18,26.03,106.07,4년치 존재,4,13.02,1.4,24.41,53123.0,up,77.1,3982000.0,2211000.0,up,bull,,,,,KOSPI,3912000,364776,54058,1.0,전기장비
66570,LG전자,822627.0,877282.0,892009.0,936846.0,973012.0,1013915.0,36533.0,34197.0,24784.0,37965.0,42330.0,52323.0,1.68,5.03,3.86,4.2,5.03,-27.53,53.18,11.5,23.61,53.18,4년치 존재,4,25.82,0.93,4.28,1151395.0,up,67.3,146700.0,96600.0,up,bull,,,,,KOSPI,140900,229507,4599708,4.0,전자제품
64350,현대로템,35874.0,43766.0,58390.0,69443.0,82430.0,90266.0,2100.0,4566.0,10056.0,11719.0,16184.0,18520.0,33.41,18.93,18.7,9.51,33.41,120.24,16.54,38.1,14.43,120.24,4년치 존재,4,18.03,1.73,30.05,921868.0,up,76.0,268500.0,168900.0,up,bull,,,,,KOSPI,268500,293047,1479575,1.6,우주항공과국방
207940,삼성바이오로직스,36946.0,34971.0,45570.0,53529.0,62271.0,71691.0,11137.0,13214.0,20692.0,25223.0,29190.0,32268.0,30.31,17.47,16.33,15.13,30.31,56.59,21.9,15.73,10.54,56.59,4년치 존재,4,92.82,8.1,19.44,49461.0,down,35.8,1778000.0,1470000.0,down,bear,,,,,KOSPI,1470000,680477,44392,0.9,제약
35420,NAVER,96706.0,107377.0,120350.0,134006.0,147665.0,157491.0,14888.0,19793.0,22081.0,24490.0,28004.0,29697.0,12.08,11.35,10.19,6.65,12.08,11.56,10.91,14.35,6.05,14.35,4년치 존재,4,36.25,1.45,7.36,653445.0,up,46.7,269000.0,195800.0,mixed,bull,,,,,KOSPI,211000,330959,307,0.0,양방향미디어와서비스
17670,SK텔레콤,176085.0,179406.0,170992.0,177339.0,180969.0,184901.0,17532.0,18234.0,10732.0,18945.0,20187.0,21451.0,-4.69,3.71,2.05,2.17,3.71,-41.14,76.53,6.56,6.26,76.53,4년치 존재,4,10.03,0.93,3.33,1035652.0,down,57.6,100500.0,69100.0,up,bear,,,,,KOSPI,95100,204265,1143836,1.1,무선통신서비스
272210,한화시스템,24525.0,28037.0,36642.0,43328.0,49540.0,54374.0,1226.0,2193.0,1199.0,2952.0,4845.0,6089.0,30.69,18.25,14.34,9.76,30.69,-45.33,146.21,64.13,25.68,146.21,4년치 존재,4,9.39,1.52,6.6,1012738.0,down,39.1,162700.0,92900.0,mixed,bear,,,,,KOSPI,117300,221602,765071,0.8,우주항공과국방
55550,신한지주,613326.0,740643.0,646820.0,,,,61008.0,64587.0,70234.0,75758.0,80047.0,85087.0,-12.67,,,,-12.67,8.74,7.87,5.66,6.3,8.74,4년치 존재,4,4.78,0.38,8.72,983696.0,up,60.6,106000.0,82500.0,up,bear_cross,,,,,KOSPI,99900,474180,1518212,1.5,은행
15760,한국전력,882195.0,933989.0,974293.0,984306.0,997537.0,1021029.0,-45416.0,83647.0,134906.0,136375.0,157657.0,158116.0,4.32,1.03,1.34,2.36,4.32,61.28,1.09,15.61,0.29,61.28,4년치 존재,4,,0.34,19.4,2456612.0,down,41.8,64300.0,39900.0,mixed,bull,,,,,KOSPI,43550,279575,2510970,1.0,전기유틸리티
33780,KT&G,58626.0,59088.0,65797.0,68912.0,72159.0,75351.0,11673.0,11888.0,13437.0,14850.0,16070.0,17017.0,11.35,4.73,4.71,4.42,11.35,13.03,10.52,8.22,5.89,13.03,4년치 존재,4,13.14,1.07,11.77,251786.0,up,70.7,179700.0,151600.0,up,bull,,,,,KOSPI,178300,204468,201945,0.8,담배
51910,LG화학,552498.0,486998.0,459322.0,496767.0,576548.0,629165.0,25292.0,8749.0,11809.0,8712.0,36689.0,54003.0,-5.68,8.15,16.06,9.13,16.06,34.98,-26.23,321.13,47.19,321.13,4년치 존재,4,29.2,1.21,-5.5,322318.0,up,64.7,417500.0,290000.0,up,bull,,,,,KOSPI,397000,280252,283039,0.9,화학
316140,우리금융지주,419863.0,466167.0,415484.0,,,,34990.0,42552.0,36748.0,43464.0,47944.0,51143.0,-10.87,,,,-10.87,-13.64,18.28,10.31,6.67,18.28,4년치 존재,4,3.84,1.0,8.91,1749058.0,down,46.3,40800.0,30100.0,down,bear,,,,,KOSPI,33350,244814,2335356,1.3,은행
86790,하나금융지주,696936.0,816143.0,689436.0,,,,46934.0,48552.0,53509.0,59850.0,62816.0,66145.0,-15.53,,,,-15.53,10.21,11.85,4.96,5.3,11.85,4년치 존재,4,3.74,0.32,9.17,764549.0,up,69.3,131300.0,103300.0,up,bull,,,,,KOSPI,127900,350916,949529,1.2,은행
9150,삼성전기,88924.0,102941.0,113145.0,129489.0,147819.0,166507.0,6605.0,7350.0,9133.0,14544.0,20739.0,26457.0,9.91,14.45,14.16,12.64,14.45,24.26,59.25,42.59,27.57,59.25,4년치 존재,4,28.11,1.47,7.7,716111.0,up,79.9,839000.0,283000.0,up,bull,,,,,KOSPI,832000,621452,905254,1.3,전자장비와기기
10130,고려아연,97045.0,120529.0,165879.0,218195.0,228522.0,241852.0,6599.0,7235.0,12319.0,20726.0,20574.0,21279.0,37.63,31.54,4.73,5.83,37.63,70.27,68.24,-0.73,3.43,70.27,4년치 존재,4,19.06,1.1,8.48,50256.0,down,45.4,2115000.0,1422000.0,mixed,bear_cross,,,,,KOSPI,1579000,329584,123969,2.5,비철금속
810,삼성화재,208247.0,226570.0,247785.0,,,,23573.0,26496.0,26591.0,29128.0,31382.0,32690.0,9.36,,,,9.36,0.36,9.54,7.74,4.17,9.54,4년치 존재,4,7.31,0.69,10.97,138119.0,down,46.9,618000.0,440500.0,down,bull,,,,,KOSPI,461000,205825,145614,1.1,손해보험
267260,HD현대일렉트릭,27028.0,33223.0,40795.0,47011.0,54780.0,64025.0,3152.0,6690.0,9953.0,12526.0,15523.0,18859.0,22.79,15.24,16.53,16.88,22.79,48.77,25.85,23.93,21.49,48.77,4년치 존재,4,11.43,2.82,41.5,163620.0,up,68.8,1306000.0,832000.0,up,bull,,,,,KOSPI,1252000,451310,152813,0.9,전기장비
105560,KB금융,775064.0,850764.0,812307.0,,,,63850.0,80453.0,85177.0,90398.0,93074.0,96094.0,-4.52,,,,-4.52,5.87,6.13,2.96,3.24,6.13,4년치 존재,4,4.77,0.36,9.98,974450.0,down,59.6,168800.0,133700.0,up,bull,,,,,KOSPI,160500,598425,1396269,1.4,은행
10140,삼성중공업,80094.0,99031.0,106500.0,127238.0,143598.0,156894.0,2333.0,5027.0,8622.0,15900.0,20150.0,24007.0,7.54,19.47,12.86,9.26,19.47,71.51,84.41,26.73,19.14,84.41,4년치 존재,4,,1.92,13.73,5999277.0,up,61.3,34400.0,23500.0,up,bull,,,,,KOSPI,32350,284680,4422860,0.7,조선
34730,SK,1287985.0,1233997.0,1227033.0,1246779.0,1283441.0,1322620.0,47540.0,23960.0,18185.0,52847.0,60521.0,61543.0,-0.56,1.61,2.94,3.05,3.05,-24.1,190.61,14.52,1.69,190.61,4년치 존재,4,,0.48,6.35,157574.0,up,73.4,425000.0,299500.0,up,bull,,,,,KOSPI,425000,308136,230762,1.5,석유와가스
150,두산,191301.0,181329.0,197841.0,215138.0,240446.0,275922.0,14363.0,10038.0,10627.0,16891.0,22899.0,30631.0,9.11,8.74,11.76,14.75,14.75,5.87,58.94,35.57,33.77,58.94,4년치 존재,4,,1.03,4.99,83741.0,up,73.3,1596000.0,828000.0,up,bull,,,,,KOSPI,1596000,258454,108590,1.3,복합기업
5380,현대차,1626636.0,1752312.0,1862545.0,1943974.0,2022567.0,2110227.0,151269.0,142396.0,114679.0,120775.0,133944.0,144524.0,6.29,4.37,4.04,4.33,6.29,-19.46,5.32,10.9,7.9,10.9,4년치 존재,4,4.67,0.58,8.41,1001550.0,up,53.2,674000.0,445500.0,mixed,bull,,,,,KOSPI,531000,1087264,1150241,1.1,자동차
42700,한미반도체,1590.0,5589.0,5767.0,,,,346.0,2554.0,2514.0,,,,3.18,,,,3.18,-1.57,,,,-1.57,1년치 존재,1,22.48,10.45,34.76,1037458.0,up,71.1,373500.0,187100.0,up,bull,,,,,KOSPI,368000,350749,2575384,2.5,반도체와반도체장비
42660,한화오션,74083.0,107760.0,127835.0,136233.0,152938.0,167487.0,-1965.0,2379.0,11676.0,17778.0,22467.0,27789.0,18.63,6.57,12.26,9.51,18.63,390.79,52.26,26.38,23.69,390.79,4년치 존재,4,33.15,1.79,22.59,2053001.0,down,53.3,149900.0,108500.0,mixed,bull,,,,,KOSPI,131800,403853,1166948,0.6,조선
28260,삼성물산,418957.0,421032.0,407422.0,441918.0,470251.0,495471.0,28702.0,29834.0,32927.0,36847.0,41774.0,45322.0,-3.23,8.47,6.41,5.36,8.47,10.37,11.91,13.37,8.49,13.37,4년치 존재,4,10.95,0.62,6.02,373745.0,down,50.3,360000.0,253500.0,up,bull,,,,,KOSPI,298500,484074,451057,1.2,복합기업
270,기아,998084.0,1074488.0,1141409.0,1228548.0,1287085.0,1341476.0,116079.0,126671.0,90781.0,100991.0,111413.0,119019.0,6.23,7.63,4.76,4.23,7.63,-28.33,11.25,10.32,6.83,11.25,4년치 존재,4,4.59,0.85,12.92,1058518.0,down,45.4,206000.0,145200.0,down,bull,,,,,KOSPI,151800,592647,1185702,1.1,자동차
720,현대건설,296514.0,326703.0,310629.0,271441.0,286178.0,305369.0,7854.0,-12634.0,6530.0,8264.0,11112.0,14027.0,-4.92,-12.62,5.43,6.71,6.71,151.69,26.55,34.46,26.23,151.69,4년치 존재,4,7.32,0.48,4.58,1527720.0,down,46.8,188700.0,98800.0,mixed,bear,,,,,KOSPI,161800,180174,1235854,0.8,건설
3670,포스코퓨처엠,47599.0,36999.0,29387.0,31231.0,43017.0,53594.0,359.0,7.0,328.0,830.0,1974.0,3190.0,-20.57,6.27,37.74,24.59,37.74,4585.71,153.05,137.83,61.6,4585.71,4년치 존재,4,968.71,11.83,0.92,362563.0,up,61.4,263000.0,185200.0,up,bull,,,,,KOSPI,252000,224144,425977,1.2,화학
329180,HD현대중공업,119639.0,144865.0,175806.0,239508.0,259501.0,276209.0,1786.0,7052.0,20375.0,34595.0,41848.0,46010.0,21.36,36.23,8.35,6.44,36.23,188.93,69.79,20.97,9.95,188.93,4년치 존재,4,463.89,2.2,18.82,479128.0,up,75.2,690000.0,439000.0,mixed,bull,,,,,KOSPI,685000,718984,27,0.0,조선
86280,현대글로비스,256832.0,284074.0,295664.0,320311.0,,,15540.0,17529.0,20730.0,21972.0,,,4.08,8.34,,,8.34,18.26,5.99,,,18.26,2년치 존재,2,6.77,0.93,18.13,193210.0,up,49.9,290500.0,207500.0,mixed,bull,,,,,KOSPI,227000,170250,238287,1.2,항공화물운송과물류
278470,에이피알,5238.0,7228.0,15273.0,25682.0,,,1042.0,1227.0,3655.0,6395.0,,,111.3,68.15,,,111.3,197.88,74.97,,,197.88,2년치 존재,2,17.59,35.64,75.3,298707.0,down,59.2,459000.0,256500.0,up,bull,,,,,KOSPI,424500,158925,365671,1.2,화장품
47810,한국항공우주,38193.0,36337.0,36964.0,56648.0,,,2475.0,2407.0,2692.0,4908.0,,,1.73,53.25,,,53.25,11.84,82.32,,,82.32,2년치 존재,2,21.76,3.05,10.51,683746.0,down,39.9,202000.0,158300.0,mixed,bear,,,,,KOSPI,169000,164733,947951,1.4,우주항공과국방
30200,KT,263763.0,264312.0,282442.0,277772.0,,,16498.0,8095.0,24691.0,21309.0,,,6.86,-1.65,,,6.86,205.02,-13.7,,,205.02,2년치 존재,2,8.85,0.51,10.22,434799.0,down,48.0,68900.0,54900.0,mixed,bear,,,,,KOSPI,60900,153481,268244,0.6,다각화된통신서비스
47050,포스코인터내셔널,331328.0,322610.0,323736.0,332108.0,,,11631.0,11578.0,11653.0,13467.0,,,0.35,2.59,,,2.59,0.65,15.57,,,15.57,2년치 존재,2,16.28,1.74,9.27,879090.0,up,68.4,87300.0,59000.0,up,bull,,,,,KOSPI,87300,153581,1420585,1.6,무역회사와판매업체
10950,S-Oil,357267.0,366370.0,342470.0,428420.0,,,13546.0,4222.0,2356.0,25042.0,,,-6.52,25.1,,,25.1,-44.2,962.9,,,962.9,2년치 존재,2,8.55,0.9,2.01,561125.0,up,66.7,141300.0,97700.0,up,bull,,,,,KOSPI,134500,151424,753766,1.3,석유와가스
11070,LG이노텍,206053.0,212008.0,218966.0,241726.0,,,8308.0,7060.0,6650.0,10756.0,,,3.28,10.39,,,10.39,-5.81,61.74,,,61.74,2년치 존재,2,30.0,1.2,6.14,302328.0,up,79.1,592000.0,232500.0,up,bull,,,,,KOSPI,573000,135613,285504,0.9,전자장비와기기
6260,LS,244807.0,275447.0,318700.0,373955.0,,,8997.0,10729.0,10526.0,13890.0,,,15.7,17.34,,,17.34,-1.89,31.96,,,31.96,2년치 존재,2,6.88,0.54,5.64,195637.0,up,78.1,453000.0,196700.0,up,bull,,,,,KOSPI,453000,141336,354410,1.8,전기장비
47040,대우건설,116478.0,105036.0,80546.0,81017.0,,,6625.0,4031.0,-8154.0,5964.0,,,-23.32,0.58,,,0.58,-302.28,173.14,,,173.14,2년치 존재,2,3.37,0.42,-23.89,44763396.0,up,74.1,37150.0,4855.0,up,bull,,,,,KOSPI,35000,143818,11628803,0.3,건설
5387,현대차2우B,1626636.0,1752312.0,1862545.0,1943974.0,,,151269.0,142396.0,114679.0,120775.0,,,6.29,4.37,,,6.29,-19.46,5.32,,,5.32,2년치 존재,2,4.67,0.58,8.41,198411.0,down,48.3,323500.0,232500.0,mixed,bull,,,,,KOSPI,248000,86711,191958,1.0,자동차
3550,LG,74453.0,71755.0,72525.0,81723.0,,,15890.0,9668.0,9122.0,17085.0,,,1.07,12.68,,,12.68,-5.65,87.29,,,87.29,2년치 존재,2,10.92,0.51,2.64,230721.0,up,62.6,107700.0,82800.0,up,bull,,,,,KOSPI,99100,152834,363782,1.6,복합기업
5940,NH투자증권,103712.0,100342.0,136989.0,191980.0,,,7258.0,9011.0,14206.0,19891.0,,,36.52,40.14,,,40.14,57.65,40.02,,,57.65,2년치 존재,2,6.51,0.47,11.76,773990.0,down,49.2,39200.0,25150.0,up,bear,,,,,KOSPI,33650,119910,621876,0.8,증권
259960,크래프톤,19106.0,27098.0,33266.0,44882.0,,,7680.0,11825.0,10544.0,12438.0,,,22.76,34.92,,,34.92,-10.83,17.96,,,17.96,2년치 존재,2,15.84,1.61,10.6,131847.0,up,55.3,283500.0,211000.0,up,bull,,,,,KOSPI,265000,125632,365379,2.8,게임엔터테인먼트
71050,한국금융지주,208934.0,183393.0,194661.0,213680.0,,,8204.0,11997.0,23453.0,28116.0,,,6.14,9.77,,,9.77,95.49,19.88,,,95.49,2년치 존재,2,5.34,0.43,18.66,259717.0,down,47.9,292500.0,199800.0,up,bear_cross,,,,,KOSPI,240000,133742,310069,1.2,증권
18260,삼성에스디에스,132768.0,138282.0,139299.0,142142.0,,,8082.0,9111.0,9571.0,8297.0,,,0.74,2.04,,,2.04,5.05,-13.31,,,5.05,2년치 존재,2,18.97,1.52,7.89,363499.0,down,49.0,195000.0,148300.0,up,bear_cross,,,,,KOSPI,166200,128602,259977,0.7,IT서비스
307950,현대오토에버,30650.0,37136.0,42521.0,47770.0,,,1814.0,2244.0,2553.0,2962.0,,,14.5,12.34,,,14.5,13.77,16.02,,,16.02,2년치 존재,2,42.1,3.67,10.27,106282.0,up,56.5,505000.0,358500.0,up,bull,,,,,KOSPI,450500,123545,119826,1.1,IT서비스
443060,HD현대마린솔루션,14305.0,17455.0,19827.0,24043.0,,,2015.0,2717.0,3501.0,4339.0,,,13.59,21.26,,,21.26,28.86,23.94,,,28.86,2년치 존재,2,30.44,14.43,33.73,360752.0,down,72.9,280500.0,159100.0,up,bull,,,,,KOSPI,265500,119033,241143,0.7,조선
3230,삼양식품,11929.0,17280.0,23518.0,29530.0,,,1475.0,3446.0,5242.0,6906.0,,,36.1,25.56,,,36.1,52.12,31.74,,,52.12,2년치 존재,2,12.89,2.85,37.59,50159.0,down,59.3,1377000.0,1022000.0,up,bear,,,,,KOSPI,1341000,101018,64873,1.3,식품
352820,하이브,21781.0,22556.0,26499.0,43557.0,,,2956.0,1840.0,493.0,2899.0,,,17.48,64.37,,,64.37,-73.21,488.03,,,488.03,2년치 존재,2,51.84,3.33,-7.33,308846.0,down,45.2,404500.0,245500.0,down,bull,,,,,KOSPI,263000,113359,669048,2.2,방송과엔터테인먼트
5830,DB손해보험,197613.0,218350.0,230479.0,,,,22350.0,24249.0,23840.0,20870.0,,,5.55,,,,5.55,-1.69,-12.46,,,-1.69,2년치 존재,2,3.41,0.49,17.75,171203.0,down,46.9,205500.0,140900.0,mixed,bull,,,,,KOSPI,167600,109779,144958,0.8,손해보험
9830,한화솔루션,130785.0,123940.0,133331.0,176652.0,,,5792.0,-3002.0,-3648.0,8246.0,,,7.58,32.49,,,32.49,-21.52,326.04,,,326.04,2년치 존재,2,,0.84,-7.01,4769584.0,up,63.4,58500.0,26500.0,mixed,bull,,,,,KOSPI,50700,87150,11898592,2.5,에너지장비및서비스
3490,대한항공,161118.0,178707.0,252255.0,271261.0,,,17901.0,21102.0,11136.0,7361.0,,,41.16,7.53,,,41.16,-47.23,-33.9,,,-33.9,2년치 존재,2,8.32,0.93,7.28,1458928.0,down,49.5,28950.0,22400.0,mixed,bear_cross,,,,,KOSPI,24550,90398,1719119,1.2,항공사
52690,한전기술,5451.0,5695.0,5188.0,6190.0,,,286.0,709.0,355.0,646.0,,,-8.9,19.31,,,19.31,-49.93,81.97,,,81.97,2년치 존재,2,72.68,4.32,14.2,236138.0,up,59.3,194800.0,125400.0,up,bull,,,,,KOSPI,188600,72083,53,0.0,전기유틸리티
161390,한국타이어앤테크놀로지,89396.0,94119.0,212023.0,222947.0,,,13279.0,17623.0,18411.0,22022.0,,,125.27,5.15,,,125.27,4.47,19.61,,,19.61,2년치 존재,2,7.81,0.58,9.39,364587.0,down,47.0,75900.0,52000.0,mixed,bull,,,,,KOSPI,59200,73334,522791,1.4,자동차부품
454910,두산로보틱스,530.0,468.0,330.0,,,,-192.0,-412.0,-595.0,,,,-29.49,,,,-29.49,-44.42,,,,-44.42,1년치 존재,1,,17.15,-14.78,337568.0,up,73.5,113600.0,79500.0,mixed,bull,,,,,KOSPI,110200,71432,1839947,5.5,기계
323410,카카오뱅크,24940.0,29456.0,30863.0,,,,4785.0,6069.0,6494.0,7223.0,,,4.78,,,,4.78,7.0,11.23,,,11.23,2년치 존재,2,38.29,2.22,7.23,630142.0,down,46.3,28700.0,22100.0,down,bear,,,,,KOSPI,24350,116179,767789,1.2,은행
28050,삼성E&A,106249.0,99666.0,90288.0,102286.0,116236.0,125417.0,9931.0,9716.0,7921.0,8812.0,10235.0,11187.0,-9.41,13.29,13.64,7.9,13.64,-18.47,11.25,16.15,9.3,16.15,4년치 존재,4,7.54,1.64,13.76,4836259.0,up,63.7,56300.0,30800.0,up,bear_cross,,,,,KOSPI,53100,104076,1765560,0.4,건설
1440,대한전선,28440.0,32913.0,36360.0,41196.0,45116.0,51548.0,798.0,1152.0,1286.0,1886.0,2269.0,2936.0,10.47,13.3,9.52,14.26,14.26,11.63,46.66,20.31,29.4,46.66,4년치 존재,4,17.94,1.35,5.48,13074320.0,up,83.6,56300.0,26050.0,up,bull,,,,,KOSPI,56300,104970,33754956,2.6,전기장비
64400,LG씨엔에스,56053.0,59826.0,61295.0,65483.0,,,4640.0,5129.0,5518.0,6191.0,,,2.46,6.83,,,6.83,7.58,12.2,,,12.2,2년치 존재,2,13.5,2.15,17.35,484405.0,down,50.6,74500.0,55800.0,mixed,bull,,,,,KOSPI,65000,62976,567472,1.2,IT서비스
